ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cju4oaw1twnfo0818u3e52tzh,cju4nf555p4z60bqpk45zxue7,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fedc19adb-7f22-98aa-b820-3a7862abfd0b-coke10.png,"{""coke_bottle"":[{""geometry"":[{""x"":125,""y"":321},{""x"":108,""y"":307},{""x"":103,""y"":284},{""x"":106,""y"":274},{""x"":101,""y"":250},{""x"":97,""y"":193},{""x"":117,""y"":141},{""x"":115,""y"":130},{""x"":115,""y"":105},{""x"":129,""y"":97},{""x"":150,""y"":104},{""x"":154,""y"":128},{""x"":152,""y"":143},{""x"":172,""y"":187},{""x"":168,""y"":255},{""x"":164,""y"":274},{""x"":168,""y"":285},{""x"":152,""y"":321}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505271000,162.433,coke10.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oaw1twnfo0818u3e52tzh
cju4objk6wgey0817k186a0us,cju4nf555p4za0bqplyvvvj07,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F6fdb16cc-7e22-5697-a170-518faa55a2b1-coke11.png,"{""coke_bottle"":[{""geometry"":[{""x"":73,""y"":342},{""x"":49,""y"":325},{""x"":46,""y"":308},{""x"":48,""y"":297},{""x"":42,""y"":263},{""x"":36,""y"":200},{""x"":53,""y"":163},{""x"":53,""y"":136},{""x"":54,""y"":112},{""x"":71,""y"":109},{""x"":91,""y"":115},{""x"":95,""y"":137},{""x"":90,""y"":146},{""x"":113,""y"":199},{""x"":113,""y"":259},{""x"":110,""y"":288},{""x"":113,""y"":304},{""x"":106,""y"":331}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505302000,30.291,coke11.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4objk6wgey0817k186a0us
cju4oc1nuwmkm0871now6rcon,cju4nf555p4ze0bqp9dnyj2l7,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F90f4b38f-1b9d-0e29-d52f-1faf8af5c125-coke12.png,"{""coke_bottle"":[{""geometry"":[{""x"":119,""y"":283},{""x"":110,""y"":265},{""x"":110,""y"":249},{""x"":114,""y"":238},{""x"":108,""y"":203},{""x"":106,""y"":153},{""x"":121,""y"":115},{""x"":117,""y"":107},{""x"":119,""y"":94},{""x"":131,""y"":88},{""x"":143,""y"":90},{""x"":146,""y"":104},{""x"":144,""y"":116},{""x"":163,""y"":148},{""x"":168,""y"":218},{""x"":166,""y"":232},{""x"":170,""y"":251},{""x"":166,""y"":279}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505325000,23.217,coke12.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oc1nuwmkm0871now6rcon
cju4ocmk4wgqw0817yuweov0x,cju4nf555p4zi0bqp217yxqh5,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F41dc9805-57dd-06e7-434e-e4d5cd928758-coke13.png,"{""coke_bottle"":[{""geometry"":[{""x"":124,""y"":300},{""x"":117,""y"":294},{""x"":107,""y"":272},{""x"":109,""y"":259},{""x"":104,""y"":232},{""x"":99,""y"":172},{""x"":115,""y"":126},{""x"":112,""y"":117},{""x"":111,""y"":95},{""x"":126,""y"":93},{""x"":145,""y"":94},{""x"":146,""y"":115},{""x"":144,""y"":127},{""x"":162,""y"":168},{""x"":164,""y"":236},{""x"":164,""y"":270},{""x"":150,""y"":297}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505353000,26.853,coke13.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ocmk4wgqw0817yuweov0x
cju4od5vywkf90850zys8v9e2,cju4nf555p4zm0bqp92l2psps,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F8ae1bdba-7e38-011a-769f-4c46237d9697-coke14.png,"{""coke_bottle"":[{""geometry"":[{""x"":197,""y"":259},{""x"":180,""y"":253},{""x"":171,""y"":239},{""x"":148,""y"":221},{""x"":122,""y"":195},{""x"":113,""y"":168},{""x"":106,""y"":164},{""x"":98,""y"":157},{""x"":102,""y"":148},{""x"":110,""y"":144},{""x"":120,""y"":150},{""x"":148,""y"":161},{""x"":185,""y"":195},{""x"":195,""y"":207},{""x"":212,""y"":217},{""x"":223,""y"":236}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505378000,24.82,coke14.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4od5vywkf90850zys8v9e2
cju4odmrdwpsz0755va6kz5lq,cju4nf555p4zq0bqpcpcfsk6k,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fac30d77b-f791-ca59-f999-3646820b87af-coke15.png,"{""coke_bottle"":[{""geometry"":[{""x"":143,""y"":251},{""x"":129,""y"":233},{""x"":132,""y"":218},{""x"":129,""y"":199},{""x"":124,""y"":152},{""x"":135,""y"":122},{""x"":133,""y"":110},{""x"":133,""y"":96},{""x"":154,""y"":94},{""x"":157,""y"":110},{""x"":157,""y"":119},{""x"":165,""y"":137},{""x"":172,""y"":153},{""x"":174,""y"":197},{""x"":172,""y"":219},{""x"":176,""y"":226},{""x"":174,""y"":243}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505399000,21.632,coke15.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4odmrdwpsz0755va6kz5lq
cju4oe7v8wkpy0850m8zzvw4i,cju4nf555p4zu0bqpqlnogc6m,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fcbbde84f-2aff-b1a6-eff9-e3cde8a9e9a6-coke16.png,"{""coke_bottle"":[{""geometry"":[{""x"":57,""y"":265},{""x"":47,""y"":247},{""x"":46,""y"":234},{""x"":50,""y"":224},{""x"":45,""y"":190},{""x"":44,""y"":133},{""x"":51,""y"":115},{""x"":61,""y"":88},{""x"":59,""y"":81},{""x"":60,""y"":64},{""x"":75,""y"":64},{""x"":87,""y"":69},{""x"":90,""y"":86},{""x"":89,""y"":94},{""x"":104,""y"":136},{""x"":108,""y"":195},{""x"":104,""y"":223},{""x"":106,""y"":236},{""x"":106,""y"":250},{""x"":102,""y"":265}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505427000,27.121,coke16.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oe7v8wkpy0850m8zzvw4i
cju4oequowldu0987iriida4b,cju4nf555p4zy0bqphlhbrlkr,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F57b2cdb3-23e3-e130-5648-0a151193bcdc-coke17.png,"{""coke_bottle"":[{""geometry"":[{""x"":110,""y"":298},{""x"":92,""y"":272},{""x"":95,""y"":258},{""x"":98,""y"":249},{""x"":94,""y"":217},{""x"":92,""y"":166},{""x"":92,""y"":151},{""x"":110,""y"":110},{""x"":107,""y"":102},{""x"":107,""y"":80},{""x"":135,""y"":82},{""x"":138,""y"":99},{""x"":135,""y"":108},{""x"":156,""y"":161},{""x"":154,""y"":223},{""x"":153,""y"":252},{""x"":156,""y"":263},{""x"":147,""y"":291}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505451000,23.43,coke17.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oequowldu0987iriida4b
cju4ofaw8wljw09871lpon5rc,cju4nf555p5020bqpjybe0ltj,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fa1ccc972-f49c-f3a6-82f9-c3a724ba3db8-coke18.png,"{""coke_bottle"":[{""geometry"":[{""x"":109,""y"":286},{""x"":96,""y"":258},{""x"":100,""y"":241},{""x"":94,""y"":212},{""x"":95,""y"":161},{""x"":113,""y"":114},{""x"":111,""y"":107},{""x"":113,""y"":84},{""x"":127,""y"":84},{""x"":143,""y"":88},{""x"":144,""y"":108},{""x"":141,""y"":117},{""x"":160,""y"":162},{""x"":154,""y"":220},{""x"":152,""y"":241},{""x"":154,""y"":254},{""x"":141,""y"":285}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505477000,25.675,coke18.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ofaw8wljw09871lpon5rc
cju4ofza6wqfo0755ki6xqsq1,cju4nf555p5060bqpjmt7wlke,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F088985f4-61eb-14e0-0ff0-238f634a5277-coke19.png,"{""coke_bottle"":[{""geometry"":[{""x"":116,""y"":362},{""x"":100,""y"":352},{""x"":91,""y"":331},{""x"":90,""y"":321},{""x"":95,""y"":311},{""x"":84,""y"":275},{""x"":78,""y"":214},{""x"":79,""y"":199},{""x"":94,""y"":162},{""x"":96,""y"":146},{""x"":89,""y"":137},{""x"":90,""y"":114},{""x"":105,""y"":110},{""x"":128,""y"":111},{""x"":132,""y"":137},{""x"":132,""y"":147},{""x"":158,""y"":208},{""x"":162,""y"":278},{""x"":159,""y"":307},{""x"":166,""y"":322},{""x"":155,""y"":360}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505509000,29.186,coke19.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ofza6wqfo0755ki6xqsq1
cju4ogl4mwm250987r28e7kgv,cju4nf555p50a0bqpcnfmpjrp,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F3f762d83-dd3a-8331-5b17-53bd54820a14-coke20.png,"{""coke_bottle"":[{""geometry"":[{""x"":42,""y"":208},{""x"":64,""y"":187},{""x"":80,""y"":185},{""x"":111,""y"":162},{""x"":164,""y"":135},{""x"":174,""y"":131},{""x"":191,""y"":133},{""x"":208,""y"":126},{""x"":213,""y"":119},{""x"":227,""y"":113},{""x"":242,""y"":121},{""x"":241,""y"":136},{""x"":227,""y"":148},{""x"":219,""y"":148},{""x"":197,""y"":184},{""x"":146,""y"":215},{""x"":114,""y"":230},{""x"":98,""y"":247},{""x"":70,""y"":253}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505537000,28.043,coke20.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ogl4mwm250987r28e7kgv
cju4oh3slwo880871euz27vec,cju4nf555p50e0bqphqutdv19,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F21dfbfad-a7d7-d28e-2fff-b5a6d44ef1b8-coke21.png,"{""coke_bottle"":[{""geometry"":[{""x"":116,""y"":251},{""x"":105,""y"":228},{""x"":108,""y"":214},{""x"":102,""y"":193},{""x"":96,""y"":141},{""x"":112,""y"":98},{""x"":106,""y"":88},{""x"":107,""y"":69},{""x"":121,""y"":65},{""x"":135,""y"":68},{""x"":141,""y"":86},{""x"":138,""y"":94},{""x"":157,""y"":136},{""x"":156,""y"":199},{""x"":154,""y"":210},{""x"":158,""y"":226},{""x"":154,""y"":244},{""x"":132,""y"":248}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505561000,23.953,coke21.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oh3slwo880871euz27vec
cju4ohpi0wmdu0987h50cf42m,cju4nf555p50i0bqp4pxnfvsg,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fe0fe399f-0764-5edc-d198-f2b273d24647-coke22.png,"{""coke_bottle"":[{""geometry"":[{""x"":32,""y"":199},{""x"":28,""y"":177},{""x"":32,""y"":154},{""x"":59,""y"":146},{""x"":76,""y"":154},{""x"":114,""y"":144},{""x"":172,""y"":145},{""x"":210,""y"":162},{""x"":221,""y"":162},{""x"":224,""y"":157},{""x"":242,""y"":159},{""x"":245,""y"":173},{""x"":241,""y"":185},{""x"":223,""y"":188},{""x"":217,""y"":185},{""x"":175,""y"":207},{""x"":110,""y"":208},{""x"":84,""y"":204},{""x"":60,""y"":214}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505590000,27.893,coke22.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ohpi0wmdu0987h50cf42m
cju4oi8rcwm3t0850igxzmyab,cju4nf555p50m0bqpvp3cm8vp,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F0a12f00c-5175-1e7d-7e6a-dd9059e3d2c9-coke23.png,"{""coke_bottle"":[{""geometry"":[{""x"":138,""y"":154},{""x"":160,""y"":155},{""x"":174,""y"":164},{""x"":177,""y"":182},{""x"":174,""y"":190},{""x"":172,""y"":266},{""x"":160,""y"":296},{""x"":158,""y"":310},{""x"":158,""y"":321},{""x"":154,""y"":327},{""x"":134,""y"":327},{""x"":132,""y"":312},{""x"":137,""y"":302},{""x"":123,""y"":266},{""x"":124,""y"":211},{""x"":129,""y"":194},{""x"":129,""y"":181}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505615000,24.718,coke23.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oi8rcwm3t0850igxzmyab
cju4oiyfnwrml0755t0xpq87q,cju4nf555p50q0bqpu6qa4bz5,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F029fe617-f24d-06d9-d982-6345dbb0d724-coke24.png,"{""coke_bottle"":[{""geometry"":[{""x"":60,""y"":213},{""x"":55,""y"":199},{""x"":55,""y"":183},{""x"":55,""y"":169},{""x"":69,""y"":162},{""x"":95,""y"":166},{""x"":123,""y"":158},{""x"":165,""y"":157},{""x"":188,""y"":167},{""x"":198,""y"":166},{""x"":210,""y"":166},{""x"":214,""y"":175},{""x"":210,""y"":185},{""x"":197,""y"":185},{""x"":184,""y"":191},{""x"":170,""y"":202},{""x"":121,""y"":209},{""x"":100,""y"":208},{""x"":84,""y"":216}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505648000,33.042,coke24.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4oiyfnwrml0755t0xpq87q
cju4ojlliwp630871xhtemxwz,cju4nf555p50u0bqpjbdwelji,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fd348fc18-fd32-a17d-703d-72b7c400ac82-coke25.png,"{""coke_bottle"":[{""geometry"":[{""x"":94,""y"":261},{""x"":92,""y"":237},{""x"":102,""y"":224},{""x"":114,""y"":191},{""x"":135,""y"":139},{""x"":163,""y"":113},{""x"":170,""y"":105},{""x"":169,""y"":96},{""x"":177,""y"":82},{""x"":205,""y"":94},{""x"":197,""y"":113},{""x"":189,""y"":118},{""x"":189,""y"":164},{""x"":164,""y"":219},{""x"":150,""y"":240},{""x"":148,""y"":256},{""x"":135,""y"":272},{""x"":110,""y"":274}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505678000,29.778,coke25.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ojlliwp630871xhtemxwz
cju4ok85jwpjn0871lpp8gkla,cju4nf555p50y0bqpd71k981k,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2Fabdf2bf2-df9c-9bfc-2915-07e539ed3f5f-coke26.png,"{""coke_bottle"":[{""geometry"":[{""x"":30,""y"":183},{""x"":37,""y"":175},{""x"":50,""y"":170},{""x"":64,""y"":173},{""x"":123,""y"":163},{""x"":148,""y"":172},{""x"":156,""y"":170},{""x"":165,""y"":171},{""x"":168,""y"":187},{""x"":156,""y"":188},{""x"":150,""y"":188},{""x"":134,""y"":203},{""x"":86,""y"":210},{""x"":74,""y"":210},{""x"":61,""y"":218},{""x"":42,""y"":216},{""x"":33,""y"":205},{""x"":30,""y"":188}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505707000,28.616,coke26.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ok85jwpjn0871lpp8gkla
cju4ol0bpwsf40755yezf5ax5,cju4nf556p5120bqpfwmwceai,https://storage.googleapis.com/labelbox-193903.appspot.com/cju4ndg17wbh50801ddmdicwq%2F1b4dd83d-7f30-c36c-d40a-4bb0f08fd24e-coke27.png,"{""coke_bottle"":[{""geometry"":[{""x"":117,""y"":305},{""x"":110,""y"":300},{""x"":100,""y"":292},{""x"":95,""y"":280},{""x"":102,""y"":266},{""x"":98,""y"":239},{""x"":98,""y"":189},{""x"":112,""y"":162},{""x"":117,""y"":147},{""x"":114,""y"":140},{""x"":117,""y"":122},{""x"":131,""y"":120},{""x"":145,""y"":125},{""x"":147,""y"":144},{""x"":143,""y"":151},{""x"":152,""y"":179},{""x"":152,""y"":243},{""x"":147,""y"":263},{""x"":150,""y"":278},{""x"":142,""y"":300}]}]}",cmcdaniel19@gmail.com,coca_coda_inference,1554505744000,36.147,coke27.png,,bottlez,[],https://image-segmentation-v4.labelbox.com?project=cju4nyhotwc6g08179g7v59fw&label=cju4ol0bpwsf40755yezf5ax5
